collection_id,full_identifier,title,region,dialect,languages,access_condition_name,essence_filename,essence_permalink,download_status,error_message,char_count,local_text_path,text
MMT1,MMT1-20160711Bililuna,"Jack Gordon, Marie Gordon, Patrick  Smith & Marie Mudgell",,,"English, Gurinji, Kukatja",Open (subject to agreeing to PDSC access conditions),MMT1-20160711Bililuna-lbl_01.txt,https://catalog.paradisec.org.au/repository/MMT1/20160711Bililuna/MMT1-20160711Bililuna-lbl_01.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20160711Bililuna,"Jack Gordon, Marie Gordon, Patrick  Smith & Marie Mudgell",,,"English, Gurinji, Kukatja",Open (subject to agreeing to PDSC access conditions),MMT1-20160711Bililuna-Metadata.pdf,https://catalog.paradisec.org.au/repository/MMT1/20160711Bililuna/MMT1-20160711Bililuna-Metadata.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20160716PO,Interview with Patrick Jungarrayi Ooladoodi,Kiwirrkura,Pintupi-Kukatja,English,Open (subject to agreeing to PDSC access conditions),MMT1-20160716PO-01.txt,https://catalog.paradisec.org.au/repository/MMT1/20160716PO/MMT1-20160716PO-01.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20160716PO,Interview with Patrick Jungarrayi Ooladoodi,Kiwirrkura,Pintupi-Kukatja,English,Open (subject to agreeing to PDSC access conditions),MMT1-20160716PO-02.pdf,https://catalog.paradisec.org.au/repository/MMT1/20160716PO/MMT1-20160716PO-02.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20170703a,Interview with Hairbrush George Jungarrayi,,,"English, Pintupi-Luritja",Open (subject to agreeing to PDSC access conditions),MMT1-20170703a-01_16b.pdf,https://catalog.paradisec.org.au/repository/MMT1/20170703a/MMT1-20170703a-01_16b.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20170703a,Interview with Hairbrush George Jungarrayi,,,"English, Pintupi-Luritja",Open (subject to agreeing to PDSC access conditions),MMT1-20170703a-01.pdf,https://catalog.paradisec.org.au/repository/MMT1/20170703a/MMT1-20170703a-01.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20170703a,Interview with Hairbrush George Jungarrayi,,,"English, Pintupi-Luritja",Open (subject to agreeing to PDSC access conditions),MMT1-20170703a-02.pdf,https://catalog.paradisec.org.au/repository/MMT1/20170703a/MMT1-20170703a-02.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20170703a,Interview with Hairbrush George Jungarrayi,,,"English, Pintupi-Luritja",Open (subject to agreeing to PDSC access conditions),MMT1-20170703a-Hansen_Tjungurrayi_George_Laka.pdf,https://catalog.paradisec.org.au/repository/MMT1/20170703a/MMT1-20170703a-Hansen_Tjungurrayi_George_Laka.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20170703b,Interview with Patrick Ooladoodi Tjungarrayi & Charlie Tjapangardi Warlampirri,,,"English, Pintupi-Luritja",Open (subject to agreeing to PDSC access conditions),MMT1-20170703b-1_16b.pdf,https://catalog.paradisec.org.au/repository/MMT1/20170703b/MMT1-20170703b-1_16b.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171005TiTree,Interview with Joe Bird and Albie Ampetyane,,,"Anmatyerre, English",Open (subject to agreeing to PDSC access conditions),MMT1-20171005TiTree-4_2.txt,https://catalog.paradisec.org.au/repository/MMT1/20171005TiTree/MMT1-20171005TiTree-4_2.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171005TiTree,Interview with Joe Bird and Albie Ampetyane,,,"Anmatyerre, English",Open (subject to agreeing to PDSC access conditions),MMT1-20171005TiTree-5_1.txt,https://catalog.paradisec.org.au/repository/MMT1/20171005TiTree/MMT1-20171005TiTree-5_1.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171005TiTree,Interview with Joe Bird and Albie Ampetyane,,,"Anmatyerre, English",Open (subject to agreeing to PDSC access conditions),MMT1-20171005TiTree-5_2.txt,https://catalog.paradisec.org.au/repository/MMT1/20171005TiTree/MMT1-20171005TiTree-5_2.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171104KW,Kathleen Kemarre Wallace,,,"Arrernte, Eastern, English",Open (subject to agreeing to PDSC access conditions),MMT1-20171104KW-01.txt,https://catalog.paradisec.org.au/repository/MMT1/20171104KW/MMT1-20171104KW-01.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171109,"Iluwanti Ken, Rene Kulitja, Josephine Mick & Tinpulya Mervyn",,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171109-4730txt.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171109/MMT1-20171109-4730txt.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171109,"Iluwanti Ken, Rene Kulitja, Josephine Mick & Tinpulya Mervyn",,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171109-4731txt.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171109/MMT1-20171109-4731txt.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171109,"Iluwanti Ken, Rene Kulitja, Josephine Mick & Tinpulya Mervyn",,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171109-4732txt.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171109/MMT1-20171109-4732txt.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171109,"Iluwanti Ken, Rene Kulitja, Josephine Mick & Tinpulya Mervyn",,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171109-4734txt.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171109/MMT1-20171109-4734txt.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171109,"Iluwanti Ken, Rene Kulitja, Josephine Mick & Tinpulya Mervyn",,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171109-4736txt.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171109/MMT1-20171109-4736txt.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171109,"Iluwanti Ken, Rene Kulitja, Josephine Mick & Tinpulya Mervyn",,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171109-4738txt.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171109/MMT1-20171109-4738txt.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171109,"Iluwanti Ken, Rene Kulitja, Josephine Mick & Tinpulya Mervyn",,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171109-4739txt.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171109/MMT1-20171109-4739txt.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171224NP,Nellie Patterson,Mutitjulu,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171224NP-01.pdf,https://catalog.paradisec.org.au/repository/MMT1/20171224NP/MMT1-20171224NP-01.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171224NP,Nellie Patterson,Mutitjulu,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171224NP-01.txt,https://catalog.paradisec.org.au/repository/MMT1/20171224NP/MMT1-20171224NP-01.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20171224NP,Nellie Patterson,Mutitjulu,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20171224NP-excerpts.txt,https://catalog.paradisec.org.au/repository/MMT1/20171224NP/MMT1-20171224NP-excerpts.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180501SS,Syd Strangways,,,English,Open (subject to agreeing to PDSC access conditions),MMT1-20180501SS-01.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180501SS/MMT1-20180501SS-01.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180501SS,Syd Strangways,,,English,Open (subject to agreeing to PDSC access conditions),MMT1-20180501SS-02.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180501SS/MMT1-20180501SS-02.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180501SS,Syd Strangways,,,English,Open (subject to agreeing to PDSC access conditions),MMT1-20180501SS-03.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180501SS/MMT1-20180501SS-03.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180501SS,Syd Strangways,,,English,Open (subject to agreeing to PDSC access conditions),MMT1-20180501SS-04.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180501SS/MMT1-20180501SS-04.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180504SA,Shaun Angeles Interview,,,,Open (subject to agreeing to PDSC access conditions),MMT1-20180504SA-02.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180504SA/MMT1-20180504SA-02.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180508Ernabella,"Nyinguta Edwards, Tjarriya Stanley &  Angkurna (Pantjardi) Tjitiya",,,"Arrernte, Eastern, English, Martu Wangka, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20180508Ernabella-01.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180508Ernabella/MMT1-20180508Ernabella-01.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180508TjT,Tjunkaya Tapaya,,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20180508TjT-01.txt,https://catalog.paradisec.org.au/repository/MMT1/20180508TjT/MMT1-20180508TjT-01.txt,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180508TjT,Tjunkaya Tapaya,,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20180508TjT-01.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180508TjT/MMT1-20180508TjT-01.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180509Amata,Mick Wikilyiri,,,"Arrernte, Eastern, English, Martu Wangka, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20180509Amata-01.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180509Amata/MMT1-20180509Amata-01.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180509Amata,Mick Wikilyiri,,,"Arrernte, Eastern, English, Martu Wangka, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20180509Amata-02.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180509Amata/MMT1-20180509Amata-02.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180509GW,Ginger Wikilyiri,Nyapari,,"English, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20180509GW-01.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180509GW/MMT1-20180509GW-01.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
MMT1,MMT1-20180510DR_1,"Martha Protty & Nyiinku Kulitja, Docker River",,,"Arrernte, Eastern, English, Martu Wangka, Pitjantjatjara",Open (subject to agreeing to PDSC access conditions),MMT1-20180510DR_1-trs.pdf,https://catalog.paradisec.org.au/repository/MMT1/20180510DR_1/MMT1-20180510DR_1-trs.pdf,error,Received HTML instead of file content (likely access denied) - Content-Type: text/html,0,,
