collection_id,full_identifier,title,region,dialect,languages,access_condition_name,essence_filename,essence_permalink,download_status,error_message,char_count,local_text_path,text
NT1,NT1-001,Elicitation with Sailas Alban,Erakor village,,"Bislama, Efate, South",Open (subject to agreeing to PDSC access conditions),NT1-001-001B.eaf,https://catalog.paradisec.org.au/repository/NT1/001/NT1-001-001B.eaf,ok,,6353,nt1_sources/NT1-001/NT1-001-001B.eaf.txt,"Channel1: [Suppose you want to say, I started to eat the]
Channel1: Malfanenen ato na ka fam wak
Channel1: [and]
Channel1: [then]
Channel1: [I finished eating it]
Channel1: Kai pe pam silua
Channel1: [slowly] Kai pe pam silua
Channel1: [Um and]
Channel1: [what about]
Channel1: [I killed the pig]
Channel1: A wat waak
Channel1: A wat waak
Channel1: [pig]
Channel1: [pig hemi waak]
Channel1: [xx]
Channel1: [xx]
Channel1: [alright, now , if you want to say]
Channel1: [I came from Vila]
Channel1: [xx]
Channel1: A patok efil mai
Channel1: na ka fakot waak
Channel1: [and I]
Channel1: [xx]
Channel1: slat waak pak sto
Channel1: sslat waak pak efil
Channel1: [Wedensday 11th October Eratap]
Channel1: [Silas Alban]
Channel1: [xx]
Channel1: [yam]
Channel1: nawi
Channel1: [yard] elol
Channel1: [xx you] ag
Channel1: [xx]
Channel1: kol [yellow]
Channel1: [tie] m̃nam̃on
Channel1: [yes]
Channel1: ore
Channel1: [yesterday] nanom
Channel1: [young] fsofus
Channel1: [your]
Channel1: ag ku
Channel1: [yours]
Channel1: tegaag
Channel1: [youself]
Channel1: ag m̃as
Channel1: [where]
Channel1: esua
Channel1: [which]
Channel1: tefla
Channel1: tetfale
Channel1: [which] tetfale
Channel1: [whip]
Channel1: fsei
Channel1: [whisper]
Channel1: taalaklak [whistle]
Channel1: safieu
Channel1: [wild] tetaar [who]
Channel1: [who] fei [whose] teni fei
Channel1: [whose] teni fei
Channel1: [way]
Channel1: [sorry why]
Channel1: nlaken iku
Channel1: [wife]
Channel1: mtulep
Channel1: [wild] m̃iil
Channel1: [win]
Channel1: pei
Channel1: [wing]
Channel1: nakorwen
Channel1: [whip]
Channel1: tuktao [sorry wipe] tuktao
Channel1: [wisdom]
Channel1: nametmatuan
Channel1: [wise]
Channel1: metmatu
Channel1: [with]
Channel1: skoti
Channel1: [woman] nmatu
Channel1: [womb]
Channel1: naal ni teesa
Channel1: [work]
Channel1: weswes
Channel1: [world]
Channel1: emeromen
Channel1: [worm]
Channel1: aslot
Channel1: [worry]
Channel1: mroput
Channel1: tut
Channel1: [write]
Channel1: mtir
Channel1: [vehicle]
Channel1: loto
Channel1: loto
Channel1: ko raru ni ntan
Channel1: [verse]
Channel1: namet nafsan
Channel1: [very]
Channel1: i trau
Channel1: saofi [?]
Channel1: [voice]
Channel1: nale
Channel1: [vomit]
Channel1: lu
Channel1: [waiste]
Channel1: nmalon
Channel1: [wait]
Channel1: tokraki
Channel1: [wake]
Channel1: pilo
Channel1: ko tokleg
Channel1: [walk]
Channel1: siwer
Channel1: [want]
Channel1: mur
Channel1: [war]
Channel1: nafkal
Channel1: [warm]
Channel1: ftin
Channel1: [wash]
Channel1: [watch]
Channel1: leka
Channel1: [water]
Channel1: naai
Channel1: [we]
Channel1: akit
Channel1: [weak]
Channel1: mailumlum
Channel1: [wear]
Channel1: ofa
Channel1: [weather]
Channel1: mal
Channel1: [wedding]
Channel1: nlakwen
Channel1: [Wednesday]
Channel1: aliat fnau
Channel1: [weight]
Channel1: [weight]
Channel1: namtenwen
Channel1: [well]
Channel1: eluk
Channel1: [wet]
Channel1: lom
Channel1: [whale]
Channel1: tafra
Channel1: [what]
Channel1: nafte
Channel1: [when]
Channel1: sefmal
Channel1: [tow]
Channel1: puet
Channel1: [towel]
Channel1: [towel]
Channel1: [toy]
Channel1: tefsirsir
Channel1: [tree]
Channel1: nkas
Channel1: [truck]
Channel1: [trick]
Channel1: sursur
Channel1: [then]
Channel1: nanre
Channel1: [turtle]
Channel1: afsak
Channel1: [twelve]
Channel1: ralim iskei atmat inru
Channel1: [twenty]
Channel1: ralim inru
Channel1: [twice]
Channel1: nrak kaaru
Channel1: [twin]
Channel1: natraan
Channel1: [twist]
Channel1: fiif
Channel1: [two]
Channel1: inru
Channel1: [umbrella]
Channel1: sulok
Channel1: [unable]
Channel1: kano
Channel1: [unasked]
Channel1: paos mau
Channel1: [unattended]
Channel1: pan mau
Channel1: [unbelief]
Channel1: sralesok mau
Channel1: [unborn]
Channel1: ta to paakor mau
Channel1: [underneath]
Channel1: etan
Channel1: [understand]
Channel1: a tae
Channel1: [universe]
Channel1: emermen
Channel1: [up]
Channel1: elag
Channel1: [wes]
Channel1: [tame]
Channel1: maomao
Channel1: [taro]
Channel1: ntal
Channel1: [task]
Channel1: nawesien sees
Channel1: [taught]
Channel1: plaksok
Channel1: [teacher]
Channel1: teplaksok
Channel1: [teeth]
Channel1: mpat
Channel1: [tell]
Channel1: tli
Channel1: [temple]
Channel1: sum̃tap
Channel1: [text]
Channel1: tus
Channel1: [thankyou]
Channel1: faftai
Channel1: [there]
Channel1: sampe
Channel1: [they]
Channel1: gar
Channel1: [thick]
Channel1: matol
Channel1: [thief]
Channel1: kano pnak
Channel1: [thin]
Channel1: mrara
Channel1: [think]
Channel1: mro
Channel1: [third]
Channel1: kaatol
Channel1: [thirst]
Channel1: manreu
Channel1: [thrity]
Channel1: ralim itol
Channel1: [throat]
Channel1: nkaasap̃o
Channel1: [thunder]
Channel1: tfa
Channel1: [tie]
Channel1: motsoki
Channel1: [time]
Channel1: maal
Channel1: [tired]
Channel1: maos
Channel1: [today]
Channel1: mees
Channel1: [tongue]
Channel1: namnem
Channel1: o namen
Channel1: [tonight]
Channel1: mees p̃og
Channel1: [top]
Channel1: elag
Channel1: [touch]
Channel1: tkal
Channel1: [tough]
Channel1: kerkrai
Channel1: [steal]
Channel1: pnak
Channel1: [still]
Channel1: tortor
Channel1: [still]
Channel1: [stump]
Channel1: nlaken
Channel1: [stick]
Channel1: nrankas
Channel1: ko nkas
Channel1: [stiff]
Channel1: kerkrai
Channel1: [stink]
Channel1: [stink]
Channel1: suk
Channel1: [stink]
Channel1: p̃o
Channel1: tanre
Channel1: [stir]
Channel1: tanre
Channel1: [stone]
Channel1: faat
Channel1: [stop]
Channel1: pnut
Channel1: [storm]
Channel1: nlagwat
Channel1: [story]
Channel1: natrauswen
Channel1: [straight]
Channel1: lek
Channel1: leg
Channel1: [strong]
Channel1: kerkrai
Channel1: [sad]
Channel1: suus
Channel1: ko mimi
Channel1: sus ko mimi
Channel1: [sugar]
Channel1: nap̃rai
Channel1: [sun]
Channel1: aal
Channel1: [Sunday]
Channel1: naliati pei
Channel1: [survey]
Channel1: m̃ol
Channel1: [survive sorry survive]
Channel1: [sweat]
Channel1: maon
Channel1: [sweet]
Channel1: kakas
Channel1: [swell]
Channel1: toop
Channel1: [swim]
Channel1: loos
Channel1: [swine]
Channel1: wak
Channel1: [swing]
Channel1: sal
Channel1: [tapo?]
Channel1: lita [?]
Channel1: [tail]
Channel1: napuen
Channel1: [take]
Channel1: slati
Channel1: [talk]
Channel1: pees
Channel1: [tall]
Channel1: pak elag
Channel1: [slap
Channel1: nrpagi
Channel1: nrpagi
Channel1: [sleep]
Channel1: matur
Channel1: [slow]
Channel1: fraak
Channel1: [small]
Channel1: seeserik
Channel1: [smell]
Channel1: nap̃o
Channel1: [smile]
Channel1: muur
Channel1: [smile]
Channel1: mtamurmur"
NT1,NT1-003,Words and Sentences read by Sailas Alban,Eretap Village,,"Bislama, Efate, South",Open (subject to agreeing to PDSC access conditions),NT1-003-003A.eaf,https://catalog.paradisec.org.au/repository/NT1/003/NT1-003-003A.eaf,ok,,2842,nt1_sources/NT1-003/NT1-003-003A.eaf.txt,"default: [fourth of January 1996 with Silas Alban]
default: [forest]
default: namlas
default: [forget]
default: metp̃akro
default: [forgive]
default: nratap̃aar
default: [forty]
default: ralim iskei go atmat ipat
default: ralim iskei go atmat ipat
default: atmat ipat
default: [forward]
default: nakpei
default: [four]
default: ipat
default: ipata
default: ino ifat
default: ipat
default: [fowl]
default: too
default: [friend]
default: asel
default: [of]
default: aslak
default: [fright]
default: mtakwen
default: ko a mtak
default: [from]
default: nlaken
default: [front]
default: nakpei
default: [fruit]
default: nuankas
default: [fulfil]
default: i pi lesok
default: [full]
default: p̃ur
default: [furious]
default: nmaeto
default: nmaeto
default: [future]
default: tete mal ke fo mai
default: [xxx]
default: nlag kerai
default: [game]
default: nameswen
default: [garden]
default: talm̃aat
default: talm̃aat
default: [plantation]
default: naroi
default: [gecko]
default: sulprog
default: sulprog
default: [get]
default: pitlaken
default: [get]
default: slati
default: [giant or strongman]
default: m̃aau
default: [giggle]
default: mailum
default: mailum fkar
default: [smile]
default: mtamurmur
default: nap̃raksa
default: nap̃raksa
default: [girl]
default: teesa nmatu
default: [girlfriend]
default: asel nmatu
default: aslak nmatu
default: aslak nmatu ko asel
default: aslak nmatu
default: [glad]
default: semsem
default: [greedy]
default: natam̃ool fam toop
default: kai pe fam su
default: kineu a fam toop
default: [mi mi kakae tumas]
default: [be even naoia oli stap yusem kaen ia]
default: pam toop
default: [be pam toop ia i no mekem sens tumas]
default: [taem we mi mi stap kakae mi save talem se]
default: malen a to pam toop
default: malen a to pam toop
default: [mi mi stap]
default: [go]
default: fa
default: [go]
default: [go ia yu save talem se]
default: pa o p̃a fa
default: tua kin
default: tua kin
default: goat
default: nanan
default: [god]
default: Atua
default: [good]
default: [or kind]
default: i wi
default: i wi
default: [segalegale
default: , tok blo Tongoa go Not Efate
default: [hem i smolsmol dwaf]
default: [hem i save kaekae ol man?]
default: [sam olsem oli  oli segalegale oli diskraebem se  hemia long lanwis blong nara saed ia Tongoa]
default: [xx segalgale ia oli se]
default: [talem olsem se devil ah?]
default: [sam oli se oli kakae man]
default: [i gat long ples ia]
default: [mifala i kolem]
default: ntwam sputan
default: [long graon yu talemaot ntan]
default: ntan
default: [so ntan neu?]
default: [can you say nametraun (testing inpos]
default: nametrau
default: [nametrau blong mi?]
default: nametrau neu
default: neu
default: namtetrau gaag
default: gaag
default: nametrau gaag
default: p̃a fak esua
default: p̃a fak esua
default: p̃a fan mer ler
default: pan hemi defren
default: p̃a fan mer ler"
