item,pulse_strength,tempo,tonal_entropy,harmonic_share,centroid,flatness,rms_cv,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12
AC1-437,0.1770079036978714,66.25600961538461,2.8904781341552734,0.43405047059059143,1137.1703459404152,0.0012712645111605525,1.2827767133712769,-436.21917724609375,120.81417846679688,38.83646011352539,38.5230712890625,15.442205429077148,-2.8715765476226807,11.43798828125,15.106677055358887,3.996124744415283,-1.268018126487732,0.9634307026863098,7.252452850341797,4.413099765777588
AC1-LT8B,0.49471158237512836,123.046875,2.577986001968384,0.35443219542503357,1177.276294921103,0.0021283600945025682,0.9565641283988953,-360.05548095703125,155.43406677246094,2.034762144088745,-14.215157508850098,13.349950790405273,-8.646636962890625,-17.099170684814453,-1.334883689880371,1.3359202146530151,1.8293442726135254,8.402167320251465,11.379437446594238,6.536708831787109
AH1-010,0.2672547194491061,151.99908088235293,3.192017078399658,0.7818560004234314,2142.6046287042122,0.034711990505456924,0.7006885409355164,-312.2997741699219,87.6969223022461,-9.87281608581543,25.73324203491211,-8.39716911315918,8.12130069732666,-1.395495891571045,-3.8782708644866943,-19.395339965820312,-7.673529148101807,-4.267313003540039,2.542459487915039,-7.804360866546631
AH1-011,0.2747285822226799,92.28515625,3.513685703277588,0.3548531234264374,1758.264834389028,0.00710685458034277,0.7815995216369629,-315.6099853515625,123.79169464111328,-49.58625411987305,14.07496452331543,-14.06037425994873,-19.23111915588379,-9.141590118408203,-12.378336906433105,-1.6413171291351318,-5.097482204437256,-5.984311103820801,-3.46250057220459,-12.016639709472656
AM2-002,0.6258644522167541,143.5546875,3.2861435413360596,0.29665085673332214,1681.1563054524167,0.005657293368130922,0.2964426279067993,-198.9935302734375,141.3615264892578,-61.244388580322266,27.28314971923828,-25.32788848876953,-5.830068111419678,-6.338500499725342,6.264379024505615,2.058767557144165,3.661088705062866,-4.055724620819092,3.9173197746276855,4.538392543792725
AM2-011,0.5078803464812052,78.30255681818181,3.3477156162261963,0.37220996618270874,1136.5662181400646,0.0005384076503105462,0.5688034892082214,-332.4024658203125,145.52626037597656,22.235658645629883,40.21998977661133,-49.18944549560547,-2.428380250930786,-7.622661590576172,-10.906998634338379,-9.368223190307617,-14.83017635345459,-5.165846824645996,-17.694595336914062,-10.829361915588379
AM5-001,0.1808350024818419,86.1328125,2.961935043334961,0.8600314259529114,1778.0343218376875,0.008090377785265446,0.6544610261917114,-285.06170654296875,116.58547973632812,8.13642692565918,14.490609169006348,-3.363816499710083,6.054974555969238,-1.275511622428894,3.3496551513671875,-1.7544227838516235,3.071969985961914,-0.5719833970069885,1.3566566705703735,-4.3076863288879395
AN1-002,0.3214123630916631,215.33203125,3.136544942855835,0.5886273980140686,1883.5822254868226,0.014370269142091274,1.2203731536865234,-343.1958312988281,109.574951171875,3.1444029808044434,24.931543350219727,11.307303428649902,8.79001522064209,-0.9029093384742737,-0.006820184178650379,0.035994406789541245,-1.461010456085205,-2.5177595615386963,-0.42378342151641846,-2.749448776245117
AS2-010,0.5119410937007065,99.38401442307692,3.186138153076172,0.290040522813797,2071.608628398083,0.0025092605501413345,0.4275903105735779,-260.6994323730469,132.7790985107422,-93.29553985595703,54.823612213134766,-2.280881404876709,-20.192068099975586,8.915892601013184,-4.5623650550842285,-10.623944282531738,-0.7596877813339233,-8.38200855255127,-0.17108303308486938,-1.5229754447937012
AS2-031a,0.2877379917964531,184.5703125,2.7422707080841064,0.7185242176055908,2058.154019750399,0.0021421159617602825,0.4276438057422638,-259.4285888671875,113.79998016357422,-82.29345703125,42.262718200683594,-28.640199661254883,-43.86250686645508,-2.9782001972198486,-4.703052520751953,-23.072586059570312,-7.820693016052246,-2.698499917984009,-0.0741480365395546,-1.8441861867904663
